Latin_Name,Common_Name,Family_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Additional_Characteristices_Notes
Narcissus hybrids,Daffodil Or Narcissus,Amaryllidaceae,Perennial,,White,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Dicentra formosa,Pacific Bleeding Heart,Papaveraceae,Perennial,Spring,Pink,0.2,CA Native,"Riparian,Woodland","Part shade,Shade","Clay,Loam",,Moderate,Pollinator,Birds;Butterflies,Yes,1.0,Garden,Good ground cover
Equisetum hyemale,Scouring Rush Horsetail,Equisetaceae,Perennial,Spring,,1.0,SF Native,"Riparian,Wetland,Woodland","Part shade,Shade","Clay,Loam,Sand",,Moderate,,,Yes,1.0,Garden,Prefers moist soils
Gaultheria shallon,Salal,Ericaceae,Shrub (evergreen),Spring,"Pink,White",1.0,SF Native,"Coastal scrub,Wetland,Woodland","Part shade,Shade","Clay,Loam",,Low,Fruit,Birds;Butterflies,Yes,1.0,Garden,
Juglans hindsii,California Black Walnut,Juglandaceae,Tree (deciduous),Spring,,8.0,CA Native,"Riparian,Woodland",Sun,"Clay,Loam",,Low,"Cover,Nesting",Birds,Yes,1.0,Garden,
Juncus patens,Spreading Rush,Juncaceae,Grass,Spring,Yellow,1.0,SF Native,"Coastal scrub,Riparian,Wetland","Sun,Part shade","Clay,Loam,Sand",,Low,,Birds,Yes,1.0,Garden;Sidewalk;Roof,
Melica imperfecta,Coast Range Melic,Poaceae,Grass,"Spring,Winter",,1.0,SF Native,"Chaparral,Coastal scrub,Woodland","Sun,Part shade","Clay,Loam,Sand",,,,,Yes,1.0,Garden;Roof,
Mimulus cardinalis,Scarlet Monkeyflower,Phrymaceae,Perennial,"Spring,Summer",Red,1.0,CA Native,"Riparian,Wetland","Sun,Part shade","Clay,Loam",,Moderate,Pollinator,Hummingbirds;Butterflies,Yes,1.0,Garden,
Mimulus guttatus,Creek Monkeyflower,Phrymaceae,Perennial,"Spring,Summer",Yellow,1.0,SF Native,"Riparian,Wetland","Sun,Part shade,Shade","Clay,Loam",,Moderate,Pollinator,Hummingbirds;Butterflies,Yes,1.0,Garden,Long blooming period
Oxalis oregana,Redwood Sorrel,Oxalidaceae,Perennial,Spring,Purple,1.0,CA Native,Woodland,Shade,"Clay,Loam",,Low,Pollinator,Bees;Butterflies,Yes,1.0,Garden,Great understory ground cover
Panicum virgatum,Switchgrass,Poaceae,Grass,"Summer,Fall,Winter",,2.0,CA Native,,Part shade,"Clay,Loam,Sand",,Moderate,,Birds,Yes,1.0,Garden,Seeds are good food source in winter
Philadelphus lewisii,Native Mock Orange,Hydrangeaceae,Shrub (deciduous),"Spring,Summer",White,3.0,CA Native,Woodland,"Sun,Part shade","Clay,Loam",,Low,"Cover,Pollinator",Bees;Birds;Butterflies,Yes,1.0,Garden,
Physocarpus capitatus,Pacific Ninebark,Rosaceae,Shrub (deciduous),"Spring,Summer",White,3.0,CA Native,"Riparian,Woodland","Sun,Part shade,Shade","Clay,Loam",,Low,Cover,Birds,Yes,1.0,Garden,
Prosartes hookeri,Hooker's Fairy Bells,Liliaceae,Perennial,"Spring,Summer",White,1.0,SF Native,Woodland,"Part shade,Shade","Clay,Loam",,Low,,,Yes,1.0,Garden,
Quercus lobata,Valley Oak,Fagaceae,Tree (deciduous),"Spring,Winter",,8.0,CA Native,"Riparian,Woodland",Sun,"Clay,Loam",,Low,Cover,Hummingbirds;Butterflies,Yes,1.0,Garden,
Ribes menziesii,Canyon Gooseberry,Grossulariaceae,Shrub (deciduous),"Spring,Winter",White,2.0,CA Native,"Chaparral,Woodland","Sun,Part shade","Clay,Loam",,,"Cover,Pollinator",Hummingbirds;Bees;Butterflies,Yes,1.0,Garden,
Ribes speciosum,Fuchsia-flowered Gooseberry,Grossulariaceae,Shrub (evergreen),"Spring,Winter",Red,3.0,CA Native,Chaparral,"Sun,Part shade","Clay,Loam",,,"Cover,Fruit,Pollinator",Bees;Birds;Small mammals,Yes,1.0,Garden,
Salix laevigata,Red Willow,Salicaceae,Tree (deciduous),Spring,,8.0,CA Native,"Riparian,Wetland","Sun,Part shade","Clay,Loam",,Moderate,Cover,Bees;Birds;Butterflies,Yes,1.0,Garden,
Sisyrinchium californicum,Yellow-eyed Grass,Iridaceae,Perennial,"Spring,Summer",Yellow,0.5,SF Native,"Riparian,Wetland","Sun,Part shade","Clay,Loam",,Moderate,Pollinator,"Hummingbirds,Butterflies",Yes,1.0,Garden,prefers moist conditions
Solanum umbelliferum,Nightshade,Solanaceae,Perennial,"Spring,Summer,Winter",Purple,1.0,SF Native,"Chaparral,Coastal scrub,Woodland","Sun,Part shade","Clay,Loam",,,"Fruit,Pollinator",Bees;Birds;Butterflies,Yes,1.0,Garden,
Stipa lepida,Foothill Needlegrass,Poaceae,Grass,Spring,,1.0,SF Native,"Chaparral,Coastal scrub,Grassland/prairie",Sun,"Clay,Loam",,,,Butterflies,Yes,1.0,Garden;Roof,Good ground cover
Umbellularia californica,California Bay Laurel,Lauraceae,Tree (evergreen),Spring,Yellow,8.0,SF Native,"Chaparral,Woodland","Sun,Part shade,Shade","Clay,Loam",,,"Cover,Fruit",Birds,Yes,1.0,Garden,Attracts small mammals
Rosmarinus officinalis,Rosemary,Lamiaceae,Shrub (evergreen),"Spring,Summer",Blue,1.0,Exotic,,Sun,"Clay,Loam",,,Pollinator,Bees;Butterflies,No,0.0,Sidewalk;Garden,Good ground cover
Arabis blepharophylla,Rock Rose Cress,Brassicaceae,Perennial,Spring,"Pink,Purple",3.0,SF Native,Coastal scrub,Part shade,"Clay,Loam",,Low,"Cover,Pollinator",Butterflies,No,0.0,Sidewalk;Roof,Does well in a rock garden
Triteleia laxa,Ithuriel's Spear,Themidaceae,Perennial,"Spring,Summer",Purple,1.0,SF Native,"Chaparral,Grassland/prairie,Woodland","Sun,Part shade","Clay,Loam",,,Pollinator,Bees; Butterflies,No,0.0,Garden;Sidewalk;Roof,
Carex tumulicola,Berkley Sedge,Cyperaceae,Grass,Spring,,1.0,SF Native,"Coastal scrub,Grassland/prairie,Woodland",Part shade,"Clay,Loam",,Low,,Birds,Yes,1.0,Sidewalk;Garden,
Ceanothus gloriosus,Point Reyes Ceanothus,Rhamnaceae,Shrub (evergreen),"Spring,Winter","Blue,Purple",1.0,CA Native,"Chaparral,Coastal scrub,Woodland","Sun,Part shade","Clay,Loam,Sand",,,Pollinator,Humminbirds;Bees;Butterflies;Bees,Yes,1.0,Sidewalk;Garden,
Cynoglossum grande,Hound's Tongue,Boraginaceae,Perennial,Spring,"Blue,Purple",1.0,SF Native,"Chaparral,Coastal scrub,Woodland","Part shade,Shade","Clay,Loam",,Low,Pollinator,"Bees, Butterflies, Birds",No,0.0,Sidewalk;Garden,
Eriogonum fasciculatum,California Buckwheat,Polygonaceae,Shrub (evergreen),"Spring,Summer,Fall","Pink,White",1.0,CA Native,"Coastal scrub,Grassland,Woodland",Sun,"Clay,Loam,Sand",,,Pollinator,"Butterflies;Bees,Birds",Yes,1.0,Sidewalk;Garden,
Eriogonum giganteum,California Buckwheat;st. Catherine's Lace?,Polygonaceae,Shrub (evergreen),"Spring,Summer","Red,White",2.0,CA Native,"Chaparral,Coastal scrub",Sun,"Clay,Loam,Sand",,,Pollinator,Butterflies; Bees,Yes,1.0,Sidewalk;Garden,
Eriogonum umbellatum,Sulphurflower Buckwheat,Polygonaceae,Perennial,Summer,Yellow,1.0,CA Native,Chaparral,Sun,"Clay,Loam,Sand",,,Pollinator,Butterflies;Bees;Birds,No,0.0,Roof;Sidewalk;Garden,
Juncus effusus,Common Rush,Juncaceae,Grass,Summer,,1.0,SF Native,"Riparian,Wetland,Woodland","Sun,Part shade","Clay,Loam",,Moderate,,,No,0.0,Sidewalk;Garden,Shelter for birds
Lathyrus vestitus,Wild Pea,Fabaceae,Vine,Spring,"Magenta,Purple",3.0,SF Native,"Chaparral,Coastal scrub,Woodland","Sun,Part shade","Clay,Loam",,Low,Pollinator,Birds;Hummingbirds;Butterflies,No,0.0,Garden;Sidewalk;Roof,Climbing
Leptosiphon grandiflorus,Large-flower Linanthus,Polemoniaceae,Annual,Spring,"Pink,White",0.2,SF Native,"Coastal scrub,Grassland/prairie",Sun,"Clay,Sand",,,,,No,0.0,Sidewalk;Garden;Roof,CNPS Rare Plant
Ribes aureum,Golden Currant,Grossulariaceae,Shrub (deciduous),Spring,Yellow,2.0,CA Native,"Riparian,Woodland","Sun,Part shade","Clay,Loam,Sand",,Low,"Fruit,Pollinator",Birds;Hummingbirds;Butterflies;Bees,Yes,1.0,Sidewalk;Garden,
Salvia mellifera,Black Sage,Lamiaceae,Shrub (evergreen),"Spring,Summer","Purple,White",2.0,CA Native,"Chaparral,Coastal scrub","Sun,Part shade","Clay,Sand",,,"Fruit,Pollinator",Hummingbirds;Butterflies;Birds,No,0.0,Garden;Sidewalk;Roof,Groundcover;Good for erosion control
Nepeta cataria,Catnip,Lamiaceae,Perennial,"Summer,Fall","Blue,Purple,White",1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Bees,,,Sidewalk;Garden,
Silene laciniata,California Indian Pink,Caryophyllaceae,Perennial,Summer,Red,1.0,CA Native,"Chaparral,Coastal scrub","Sun,Part shade","Clay,Sand",,,Pollinator,Hummingbirds;Butterflies,No,0.0,Garden;Sidewalk;Roof,
Lonicera hispidula,California Honeysuckle,Caprifoliaceae,Vine,Summer,Pink,3.0,SF Native,"Coastal scrub,Riparian,Woodland","Sun,Part shade,Shade","Clay,Loam",,Low,Fruit,Birds;Hummingbirds,No,0.0,Garden;Roof,Climbing
Thuja occidentalis,American Arborvitae,Cupressaceae,Tree (evergreen),Spring,,,Exotic,,"Sun,Part shade,Shade","Clay,Loam",,,"Cover,Nesting,Pollinator",,Yes,1.0,Garden,
Lavandula angustifolia 'Hidcote Superior',English Lavender,Lamiaceae,Shrub (evergreen),"Summer,Fall",Indigo,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Lavandula 'Goodwin Creek Grey',Goodwin Creek Lavender,Lamiaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Purple,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Lavandula stoechas 'Alba',Spanish White Lavender,Lamiaceae,Shrub (evergreen),"Spring,Fall",White,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Lavandula stoechas 'Willow Vale',Spanish Lavender,Lamiaceae,Shrub (evergreen),"Spring,Summer",Purple,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Lavandula dentata var. candicans,French Lavender,Lamiaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Purple,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Leucadendron Salignum,Common Sunshine Conebush,Proteaceae,Shrub (evergreen),Winter,Red,2.0,Exotic,,Sun,"Loam,Sand",,,,,,,Sidewalk;Garden,
Lupinus propinquus  ,Violet-flowered Lupine,Fabaceae,Perennial,"Spring,Summer",Purple,2.0,CA Native,,Sun,,,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Malvastrum lateritium,Trailing Mallow,Malvaceae,Shrub (evergreen),"Summer,Fall",Pink,0.2,Exotic,,Sun,"Clay,Loam",,,,,,,Sidewalk;Garden,
Muhlenbergia lindheimeri,Lindheimer's Muhly Grass,Poaceae,Grass,"Fall,Winter",Gray,2.0,Exotic,,"Sun,Part shade",Clay,,,,,,,Sidewalk;Garden,
Myoporum parvifolium,Myoporum,Myoporaceae,Shrub (evergreen),Summer,White,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Myrtus communis,Common Myrtle,Myrtaceae,Shrub (evergreen),"Spring,Summer",White,2.0,Exotic,,"Sun,Part shade","Loam,Sand",,,"Fruit,Pollinator",Birds,,,Sidewalk;Garden,
Oenothera elata ssp. hirsutissima,Hairy Evening Primrose,Onagraceae,Perennial,"Summer,Fall",Yellow,1.0,CA Native,,"Sun,Part shade","Loam,Sand",,,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Pelargonium sidioides,Geranium,Geraniaceae,Perennial,"Spring,Summer,Fall,Winter",Magenta,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Philotheca verrucosa 'Starbright',Fairy Wax Flower,Rutaceae,Shrub (evergreen),"Spring,Winter",Pink,2.0,Exotic,,"Sun,Shade","Clay,Loam,Sand,Rock",,,,,,,Sidewalk;Garden,
Phlomis lanata,Small Jerusalem Sage,Lamiaceae,Shrub (evergreen),"Spring,Summer,Fall,Winter",Yellow,1.0,Exotic,,Sun,"Clay,Loam,Sand",,,,,,,Sidewalk;Garden,
Phormium 'Dusky Chief',New Zealand Flax,Phormiaceae,Perennial,,Red/brown,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Phormium 'Jack Spratt',New Zealand Flax,Phormiaceae,Perennial,,,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Phormium 'Tiny Tiger',Dwarf Variegated New Zealand Flax,Phormiaceae,Perennial,"Spring,Summer",Yellow,0.2,Exotic,,"Sun,Shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Phormium 'Yellow Wave',New Zealand Flax,Phormiaceae,Perennial,,,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Phyla nodiflora,Turkey Tangle Fogfruit,Verbenaceae,Perennial,"Spring,Summer,Fall","Pink,Purple",0.2,CA Native,"Riparian,Wetland",Sun,"Loam,Sand",,Low,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Plantago erecta,Prarie Plantain,Plantaginaceae,Annual,Spring,White,0.2,SF Native,"Chaparral,Coastal scrub,Dunes,Woodland",Sun,"Clay,Sand",,,Pollinator,Butterflies,,,Garden;Sidewalk;Roof,
Potentilla fruticosa,Shrubby Cinquefoil,Rosaceae,Shrub (evergreen),"Summer,Fall",Yellow,0.2,CA Native,,"Sun,Shade","Loam,Sand",,,Pollinator,Bees,,,Sidewalk;Garden,
Rhagodia spinescens,Australian Thorny Saltbush,Chenopodiaceae,Shrub (evergreen),,,1.0,Exotic,,Sun,"Loam,Sand",,,,,,,Sidewalk;Garden,
Rhaphiolepis Indica 'Ballerina',Indian Hawthorn,Rosaceae,Shrub (evergreen),"Spring,Fall",Pink,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Rosmarinus officinalis 'Prostratus',"Prostrate Rosemary, Creeping Rosemary",Lamiaceae,Perennial,"Summer,Fall","Blue,Purple",1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,
Rubus pentalobus,Bramble,Rosaceae,Shrub (evergreen),Summer,White,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,,,,Sidewalk;Garden,
Rudbeckia californica,California Coneflower,Asteraceae,Perennial,"Summer,Fall",Yellow,2.0,CA Native,,"Sun,Shade","Loam,Sand",,,Pollinator,Butterflies,,,Sidewalk;Garden,
Salvia 'Bee's Bliss',Bee's Bliss Sage,Lamiaceae,Perennial,Spring,"Blue,Purple",1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Salvia greggii 'Alba',Autumn Sage,Lamiaceae,Shrub (evergreen),"Summer,Fall",White,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Salvia greggii 'Salmon',Salmon Texas Sage,Lamiaceae,Shrub (evergreen),"Spring,Fall",Pink,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Salvia leucantha,"Mexican Bush Sage, Velvet Sage",Lamiaceae,Shrub (evergreen),"Summer,Fall","Purple,White",2.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Santolina chamaecyparissus,Lavender Cotton,Asteraceae,Shrub (evergreen),"Spring,Summer",Yellow,1.0,Exotic,,Sun,"Loam,Sand",,,,,,,Sidewalk;Garden,
Scilla peruviana    ,Peruvian Scilla,Hyacinthaceae,Perennial,Spring,"Blue,Purple",0.2,Exotic,,"Sun,Part shade","Loam,Sand",,Low,,,,,Sidewalk;Garden,
Sedum pachyphyllum,Stonecrop,Crassulaceae,Succulent,Summer,Yellow,1.0,Exotic,,Sun,"Loam,Sand",,,,,,,Roof;Sidewalk;Garden,
Sedum palmeri,Hens And Chicks,Crassulaceae,Succulent,"Spring,Winter",Yellow,0.2,Exotic,,"Sun,Shade","Loam,Sand",,,,,,,Roof;Sidewalk;Garden,
Sedum rubrotinctum,Pork And Beans,Crassulaceae,Succulent,"Spring,Winter",Yellow,0.2,Exotic,,Part shade,"Loam,Sand",,,,,,,Garden;Sidewalk;Roof,
Silene californica ,California Indian Pink,Caryophyllaceae,Perennial,"Spring,Summer",Red,1.0,CA Native,"Chaparral,Coastal scrub,Woodland","Sun,Part shade","Loam,Sand",,,Pollinator,Hummingbirds,,,Sidewalk;Garden,
Sempervivum montanum,Houseleek,Crassulaceae,Succulent,Summer,Magenta,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Senecio amaniensis,Amani Senecio,Asteraceae,Succulent,Summer,Orange,1.0,Exotic,,Sun,"Loam,Sand",,,,,,,Sidewalk;Garden,
Senecio cineraria,Dusty Miller,Asteraceae,Succulent,"Spring,Summer,Fall,Winter",White,1.0,Exotic,,Sun,"Loam,Sand",,Low,,,,,Sidewalk;Garden,
Senecio mandraliscae,Blue Finger,Asteraceae,Succulent,Summer,White,1.0,Exotic,,Sun,"Loam,Sand",,,Cover,,,,Sidewalk;Garden,
Senecio scaposus,,Asteraceae,Succulent,Summer,Yellow,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,,,,,Sidewalk;Garden,
Solanum jasminoides,Potato Vine,Solanaceae,Vine,"Summer,Fall",White,8.0,Exotic,,"Sun,Part shade","Clay,Loam,Sand",,,"Cover,Nesting",,,,Sidewalk;Garden,
Sollya heterophylla (Billardiera heterophylla),Australian Bluebell Creeper,Pittosporaceae,Shrub (evergreen),"Spring,Summer,Fall",Blue,1.0,Exotic,,"Part shade,Shade","Loam,Sand",,,Pollinator,,,,Sidewalk;Garden,
Stipa arundinacea,Feather Grass,Poaceae,Grass,Summer,"Brown,Green,Purple",1.0,Exotic,,Sun,"Clay,Loam,Sand",,,,,,,Sidewalk;Garden,
Tecomaria capensis,Cape Honeysuckle,Bignoniaceae,Vine,"Spring,Fall,Winter","Orange,Red",6.0,Exotic,,"Sun,Part shade","Loam,Sand",,,"Cover,Nesting,Pollinator",Hummingbirds;butterflies,,,Sidewalk;Garden,
Thymus serpyllum (var. 'Elfin'),Creeping Thyme,Lamiaceae,Perennial,Summer,Pink,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,"Cover,Pollinator",Bees,,,Sidewalk;Garden,
Trifolium repens,White Clover,Fabaceae,Perennial,Summer,White,0.2,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Bees,,,Sidewalk;Garden,
Verbena lilacina 'De La Mina',Cedros Island Verbena,Verbenaceae,Perennial,"Spring,Summer",Purple,1.0,CA Native,,"Sun,Shade","Loam,Sand",,,Pollinator,Butterflies;bees,,,Sidewalk;Garden,
Penstemon heterophyllus varieties,Penstemon,Plantaginaceae,Perennial,"Spring,Summer","Blue,Indigo,Purple",1.0,CA Native,,"Sun,Part shade","Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,
Linaria purpurea,Purple Toadflax,Plantaginaceae,Perennial,"Spring,Summer,Fall,Winter",Purple,,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Rudbeckia hirta,Black-eyed Susan,Asteraceae,Perennial,"Spring,Summer,Fall,Winter","Orange,Yellow",1.0,Exotic,,Sun,"Clay,Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Salvia 'Indigo Spires',Indigo Spires Sage,Lamiaceae,Perennial,"Spring,Summer,Fall,Winter","Blue,Purple,White",1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Bees,,,Garden,
Phacelia cicutaria,Caterpillar Phacelia,Boraginaceae,Annual,"Spring,Summer",White,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Phacelia tanacetifolia,Tansy Phacelia,Boraginaceae,Annual,"Spring,Summer",Purple,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Salvia brandegeei,Brandegee Sage,Lamiaceae,Perennial,"Spring,Summer,Fall,Winter",White,1.0,CA Native,"Chaparral,Coastal scrub,Woodland",Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Garden;Roof,
Salvia munzii,Munz's Sage,Lamiaceae,Perennial,"Spring,Summer,Fall,Winter",Purple,2.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Butterflies;Bees;Hummingbirds,,,Garden,
Phacelia distans,Distant Phacelia,Boraginaceae,Annual,"Spring,Summer","Purple,White",1.0,SF Native,"Chaparral,Grassland/prairie,Woodland","Sun,Shade","Loam,Sand",,,Pollinator,Bees,,,Garden,
Phacelia viscida,Sticky Phacelia,Boraginaceae,Annual,"Spring,Summer",Indigo,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Bidens aurea,Arizona Beggarticks,Asteraceae,Perennial,"Summer,Fall",Yellow,1.0,Exotic,,Sun,"Loam,Sand",,Low,Pollinator,Bees,,,Garden,
Gaillardia aristata,Blanket Flower,Asteraceae,Perennial,"Summer,Fall","Orange,Red,Yellow",1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Helianthus annuus,Sunflower,Asteraceae,Annual,"Summer,Fall",Yellow,1.0,CA Native,"Riparian,Wetland",Sun,"Loam,Sand",,Low,Pollinator,Butterflies;bees,,,Garden,
Salvia uliginosa,Bog Sage,Lamiaceae,Perennial,"Summer,Fall",Blue,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,Moderate,Pollinator,Bees,,,Garden,
Borago officinalis,Borage,Boraginaceae,Annual,Spring,Blue,1.0,Exotic,,"Sun,Part shade","Loam,Sand",,,Pollinator,Bees,,,Garden,
Calendula spp.,Pot Marigold,Asteraceae,Perennial,Spring,"Orange,Yellow",1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Chilopsis linearis,Desert Willow,Bignoniaceae,Perennial,Spring,"Pink,White",2.0,CA Native,,Sun,"Loam,Sand",,Low,Pollinator,Hummingbirds;Bees,,,Garden,
Coreopsis verticillata,Whorled Tickseed,Asteraceae,Perennial,"Spring,Summer",Yellow,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Echium plantagineum,Salvation Jane,Boraginaceae,Perennial,Spring,Indigo,1.0,Exotic,,Sun,"Loam,Sand",,,Pollinator,Butterflies;bees,,,Garden,
Encelia farinosa,Brittlebush,Asteraceae,Perennial,Spring,Yellow,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Gilia achilleifolia,California Gilia,Polemoniaceae,Annual,Spring,Purple,1.0,CA Native,,"Sun,Shade","Loam,Sand",,,Pollinator,Bees,,,Garden,
Helenium puberulum,Sneezeweed,Asteraceae,Perennial,Spring,Yellow,1.0,SF Native,"Riparian,Wetland",Sun,"Loam,Sand",,Moderate,Pollinator,Bees,,,Garden,
Layia platyglossa,Tidytips,Asteraceae,Annual,Spring,Yellow,1.0,SF Native,"Chaparral,Coastal scrub,Grassland,Woodland",Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden;Roof,
Mentzelia lindleyi,Blazing Star,Loasaceae,Annual,Spring,Yellow,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Penstemon parryi,"Desert Penstemon, Parry's Beardtongue",Scrophulariaceae,Perennial,Spring,"Pink,Red",1.0,Exotic,,"Sun,Shade","Clay,Loam,Sand,Rock",,,Pollinator,Bees,,,Garden,
Phacelia grandiflora,Large-flower Phacelia,Boraginaceae,Annual,Spring,Purple,1.0,CA Native,,Sun,"Loam,Sand",,,Pollinator,Bees,,,Garden,
Schoenoplectus maritimus,Prairie Bulrush,Cyperaceae,Grass,Fall,,2.0,SF Native,"Riparian,Wetland",Sun,"Clay,Loam,Sand",,Moderate,,,Yes,1.0,Garden,
Santolina spp.,Santolina,Asteraceae,Shrub (evergreen),Summer,Yellow,1.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Poa unilateralis,San Francisco Bluegrass,Poaceae,Grass,Spring,,1.0,SF Native,Coastal scrub,Sun,"Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Platanus racemosa,California Sycamore,Platanaceae,Tree (deciduous),"Spring,Winter",,,CA Native,Riparian,Sun,"Clay,Loam,Sand",,Moderate,"Cover,Nesting,Pollinator",butterflies;birds,Yes,1.0,Garden,
Platanus occidentalis,American Sycamore,Platanaceae,Tree (deciduous),Spring,,,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
Plantago subnuda,Tall Coastal Plantain,Plantaginaceae,Perennial,"Spring,Summer",,1.0,SF Native,"Coastal scrub,Riparian,Wetland,Woodland","Sun,Part shade","Clay,Loam",,Moderate,Pollinator,Butterflies,Yes,1.0,Garden,
Pellaea andromedifolia,Coffee Fern,Pteridaceae,Fern,,,1.0,SF Native,"Chaparral,Grassland/prairie,Woodland",Sun,Sand,,,,,Yes,1.0,Garden,
Nyssa sylvatica,"Tupelo, Black Gum",Cornaceae,Tree (deciduous),"Spring,Summer","Brown,Green,White",,Exotic,,"Sun,Part shade,Shade","Loam,Sand",,Moderate,"Cover,Nesting,Pollinator",birds;bees,Yes,1.0,Garden,
Nepeta spp.,Catmint,Lamiaceae,Perennial,"Summer,Fall",,1.0,Exotic,,Sun,"Clay,Loam,Sand",,Low,,,Yes,1.0,Garden,
Morus alba,White Mulberry,Moraceae,Tree (deciduous),Spring,Green,,Exotic,,Sun,"Loam,Sand",,Moderate,"Cover,Nesting",,Yes,1.0,Garden,
Monardella villosa franciscana,San Francisco Coyote Mint,Lamiaceae,Perennial,"Spring,Summer",Purple,1.0,SF Native,"Chaparral,Coastal scrub",Sun,"Loam,Sand",,,Pollinator,hummingbirds;butterflies;birds;bees,Yes,1.0,Garden,
Carya illinoinensis,Pecan,Juglandaceae,Tree (deciduous),Spring,Yellow,8.0,Exotic,,Sun,"Loam,Sand",,Moderate,"Cover,Fruit,Nesting",butterflies;birds,Yes,1.0,Garden,
Melaleuca viridiflora rubriflora (Melaleuca quinquenervia),Cajeput Tree,Myrtaceae,Tree (evergreen),"Summer,Fall",White,,Exotic,,Sun,"Clay,Loam,Sand",,Low,"Cover,Nesting",,Yes,1.0,Garden,
